Sampling_Event,Site,meanSal,meanEC,meanT,Source
6/15/2019,NorthFork,0.835152611,1.393341667,16.99479167,HOBO
6/16/2019,NorthFork,0.832464,1.385994792,16.89958333,HOBO
6/17/2019,NorthFork,0.828200343,1.386894792,17.13958333,HOBO
6/18/2019,NorthFork,0.82900413,1.400715625,17.52979167,HOBO
6/19/2019,NorthFork,0.835154466,1.420380208,17.83041667,HOBO
6/20/2019,NorthFork,0.841787125,1.4386,18.05833333,HOBO
6/21/2019,NorthFork,0.849660123,1.460419792,18.33,HOBO
6/22/2019,NorthFork,0.853850416,1.469083333,18.38395833,HOBO
6/23/2019,NorthFork,0.855066426,1.466448958,18.24479167,HOBO
6/24/2019,NorthFork,0.853395833,1.459440625,18.11604167,HOBO
6/25/2019,NorthFork,0.851707902,1.459511458,18.20145833,HOBO
6/26/2019,NorthFork,0.848315176,1.463447917,18.48854167,HOBO
6/27/2019,NorthFork,0.846546988,1.468188542,18.72020833,HOBO
6/28/2019,NorthFork,0.843433818,1.471303125,18.97104167,HOBO
6/29/2019,NorthFork,0.840839762,1.475107292,19.21770833,HOBO
6/30/2019,NorthFork,0.843483885,1.486439583,19.42645833,HOBO
7/1/2019,NorthFork,0.842281894,1.487207292,19.51083333,HOBO
7/2/2019,NorthFork,0.840098028,1.481973958,19.46375,HOBO
7/3/2019,NorthFork,0.839015274,1.48218125,19.52541667,HOBO
7/4/2019,NorthFork,0.838185691,1.486416667,19.69645833,HOBO
7/5/2019,NorthFork,0.840324542,1.498005208,19.9375,HOBO
7/6/2019,NorthFork,0.840466294,1.506902083,20.19895833,HOBO
7/7/2019,NorthFork,0.842548591,1.518995833,20.45541667,HOBO
7/8/2019,NorthFork,0.845184505,1.525984375,20.52895833,HOBO
7/9/2019,NorthFork,0.850533692,1.532944792,20.461875,HOBO
7/10/2019,NorthFork,0.852815791,1.533519792,20.36229167,HOBO
7/11/2019,NorthFork,0.852865024,1.534038542,20.37520833,HOBO
7/12/2019,NorthFork,0.859651741,1.549040625,20.47416667,HOBO
7/13/2019,NorthFork,0.863039845,1.558794792,20.58958333,HOBO
7/14/2019,NorthFork,0.862472739,1.560086458,20.65625,HOBO
7/15/2019,NorthFork,0.859055465,1.55821875,20.775,HOBO
7/16/2019,NorthFork,0.853172751,1.550146875,20.8375,HOBO
7/17/2019,NorthFork,0.844286823,1.539683333,20.98583333,HOBO
7/18/2019,NorthFork,0.836942649,1.53569375,21.25041667,HOBO
7/19/2019,NorthFork,0.830929374,1.531825,21.4525,HOBO
7/20/2019,NorthFork,0.814822492,1.512051042,21.71729167,HOBO
7/21/2019,NorthFork,0.798959305,1.493929167,22.03041667,HOBO
7/22/2019,NorthFork,0.786317985,1.47955625,22.29083333,HOBO
7/23/2019,NorthFork,0.771091125,1.45504375,22.383125,HOBO
7/24/2019,NorthFork,0.771051243,1.446853125,22.12020833,HOBO
7/25/2019,NorthFork,0.755787537,1.41116875,21.84583333,HOBO
7/26/2019,NorthFork,0.730524137,1.360108333,21.64291667,HOBO
7/27/2019,NorthFork,0.709798707,1.318108333,21.46479167,HOBO
7/28/2019,NorthFork,0.685797487,1.27420625,21.420625,HOBO
7/29/2019,NorthFork,0.668906177,1.247757292,21.55541667,HOBO
7/30/2019,NorthFork,0.642379634,1.20694375,21.81104167,HOBO
7/31/2019,NorthFork,0.662559667,1.249321875,22.03770833,HOBO
8/1/2019,NorthFork,0.71283037,1.342316667,22.124375,HOBO
8/2/2019,NorthFork,0.872713737,1.626540625,22.07875,HOBO
8/3/2019,NorthFork,0.870121804,1.621516667,22.054375,HOBO
8/4/2019,NorthFork,0.921870465,1.713930208,22.071875,HOBO
8/5/2019,NorthFork,0.96702556,1.797732292,22.17270833,HOBO
8/6/2019,NorthFork,0.979978179,1.821878125,22.20479167,HOBO
8/7/2019,NorthFork,1.019637232,1.897127083,22.330625,HOBO
8/8/2019,NorthFork,1.069785023,1.991403125,22.46416667,HOBO
8/9/2019,NorthFork,1.069868032,1.989846875,22.42375,HOBO
8/10/2019,NorthFork,1.085336006,2.014917708,22.37041667,HOBO
8/11/2019,NorthFork,1.081109486,1.997178125,22.12895833,HOBO
8/12/2019,NorthFork,1.0577956,1.943898958,21.834375,HOBO
8/13/2019,NorthFork,1.141428007,2.084947917,21.72708333,HOBO
1/1/2020,GCREW,4.444047854,,,GW_Shoreline
1/2/2020,GCREW,4.409907417,,,GW_Shoreline
1/3/2020,GCREW,4.363645031,,,GW_Shoreline
1/4/2020,GCREW,4.330788406,,,GW_Shoreline
1/5/2020,GCREW,4.306689844,,,GW_Shoreline
1/6/2020,GCREW,4.267504042,,,GW_Shoreline
1/7/2020,GCREW,4.229956938,,,GW_Shoreline
1/8/2020,GCREW,4.188445604,,,GW_Shoreline
1/9/2020,GCREW,4.150776792,,,GW_Shoreline
1/10/2020,GCREW,4.116503458,,,GW_Shoreline
1/11/2020,GCREW,4.098288073,,,GW_Shoreline
1/12/2020,GCREW,4.087648531,,,GW_Shoreline
1/13/2020,GCREW,4.077286906,,,GW_Shoreline
1/14/2020,GCREW,4.060294792,,,GW_Shoreline
1/15/2020,GCREW,4.043813823,,,GW_Shoreline
1/16/2020,GCREW,4.026834208,,,GW_Shoreline
1/17/2020,GCREW,3.997469427,,,GW_Shoreline
1/18/2020,GCREW,3.95584175,,,GW_Shoreline
1/19/2020,GCREW,3.924155677,,,GW_Shoreline
1/20/2020,GCREW,3.893400479,,,GW_Shoreline
1/21/2020,GCREW,3.862797271,,,GW_Shoreline
1/22/2020,GCREW,3.851752073,,,GW_Shoreline
1/23/2020,GCREW,3.840603958,,,GW_Shoreline
1/24/2020,GCREW,3.830033521,,,GW_Shoreline
1/25/2020,GCREW,3.813657198,,,GW_Shoreline
1/26/2020,GCREW,3.798320083,,,GW_Shoreline
1/27/2020,GCREW,3.780542583,,,GW_Shoreline
1/28/2020,GCREW,3.763901781,,,GW_Shoreline
1/29/2020,GCREW,3.748386542,,,GW_Shoreline
1/30/2020,GCREW,3.72708076,,,GW_Shoreline
1/31/2020,GCREW,3.70570924,,,GW_Shoreline
2/1/2020,GCREW,3.689529656,,,GW_Shoreline
2/2/2020,GCREW,3.675400729,,,GW_Shoreline
2/3/2020,GCREW,3.661014073,,,GW_Shoreline
2/4/2020,GCREW,3.652647646,,,GW_Shoreline
2/5/2020,GCREW,3.648163177,,,GW_Shoreline
2/6/2020,GCREW,3.633190813,,,GW_Shoreline
2/7/2020,GCREW,3.619145375,,,GW_Shoreline
2/8/2020,GCREW,3.610637427,,,GW_Shoreline
2/9/2020,GCREW,3.595915125,,,GW_Shoreline
2/10/2020,GCREW,3.572687615,,,GW_Shoreline
2/11/2020,GCREW,3.557959052,,,GW_Shoreline
2/12/2020,GCREW,3.551730344,,,GW_Shoreline
2/13/2020,GCREW,3.545658344,,,GW_Shoreline
2/14/2020,GCREW,3.539212156,,,GW_Shoreline
2/15/2020,GCREW,3.520717656,,,GW_Shoreline
2/16/2020,GCREW,3.484657688,,,GW_Shoreline
2/17/2020,GCREW,3.457346938,,,GW_Shoreline
2/18/2020,GCREW,3.438300104,,,GW_Shoreline
2/19/2020,GCREW,3.427938126,,,GW_Shoreline
2/20/2020,GCREW,3.42036251,,,GW_Shoreline
2/21/2020,GCREW,3.397035396,,,GW_Shoreline
2/22/2020,GCREW,3.370078604,,,GW_Shoreline
2/23/2020,GCREW,3.353435469,,,GW_Shoreline
2/24/2020,GCREW,3.340645875,,,GW_Shoreline
2/25/2020,GCREW,3.332120688,,,GW_Shoreline
2/26/2020,GCREW,3.328997813,,,GW_Shoreline
2/27/2020,GCREW,3.328111198,,,GW_Shoreline
2/28/2020,GCREW,3.315937448,,,GW_Shoreline
2/29/2020,GCREW,3.299164083,,,GW_Shoreline
3/1/2020,GCREW,3.283999573,,,GW_Shoreline
3/2/2020,GCREW,3.270759979,,,GW_Shoreline
3/3/2020,GCREW,3.265631198,,,GW_Shoreline
3/4/2020,GCREW,3.263560646,,,GW_Shoreline
3/5/2020,GCREW,3.262126365,,,GW_Shoreline
3/6/2020,GCREW,3.25516324,,,GW_Shoreline
3/7/2020,GCREW,3.242113719,,,GW_Shoreline
3/8/2020,GCREW,3.231315073,,,GW_Shoreline
3/9/2020,GCREW,3.220932917,,,GW_Shoreline
3/10/2020,GCREW,3.21728649,,,GW_Shoreline
3/11/2020,GCREW,3.217659104,,,GW_Shoreline
3/12/2020,GCREW,3.219238729,,,GW_Shoreline
3/13/2020,GCREW,3.220317281,,,GW_Shoreline
3/14/2020,GCREW,3.22134599,,,GW_Shoreline
3/15/2020,GCREW,3.22224249,,,GW_Shoreline
3/16/2020,GCREW,3.221481292,,,GW_Shoreline
3/17/2020,GCREW,3.217224438,,,GW_Shoreline
3/18/2020,GCREW,3.215293021,,,GW_Shoreline
3/19/2020,GCREW,3.214732458,,,GW_Shoreline
3/20/2020,GCREW,3.214280656,,,GW_Shoreline
3/21/2020,GCREW,3.213954823,,,GW_Shoreline
3/22/2020,GCREW,3.212807135,,,GW_Shoreline
3/23/2020,GCREW,3.211597792,,,GW_Shoreline
3/24/2020,GCREW,3.207383302,,,GW_Shoreline
3/25/2020,GCREW,3.201463625,,,GW_Shoreline
3/26/2020,GCREW,3.196692302,,,GW_Shoreline
3/27/2020,GCREW,3.191887146,,,GW_Shoreline
3/28/2020,GCREW,3.190162135,,,GW_Shoreline
3/29/2020,GCREW,3.188400156,,,GW_Shoreline
3/30/2020,GCREW,3.185604021,,,GW_Shoreline
3/31/2020,GCREW,3.18270925,,,GW_Shoreline
4/1/2020,GCREW,3.179525875,,,GW_Shoreline
4/2/2020,GCREW,3.176040792,,,GW_Shoreline
4/3/2020,GCREW,3.170601167,,,GW_Shoreline
4/4/2020,GCREW,3.165991667,,,GW_Shoreline
4/5/2020,GCREW,3.162693646,,,GW_Shoreline
4/6/2020,GCREW,3.159478865,,,GW_Shoreline
4/7/2020,GCREW,3.155321854,,,GW_Shoreline
4/8/2020,GCREW,3.150783333,,,GW_Shoreline
4/9/2020,GCREW,3.146393292,,,GW_Shoreline
4/10/2020,GCREW,3.141983927,,,GW_Shoreline
4/11/2020,GCREW,3.137288521,,,GW_Shoreline
4/12/2020,GCREW,3.13034999,,,GW_Shoreline
4/13/2020,GCREW,3.151364604,,,GW_Shoreline
4/14/2020,GCREW,3.166291219,,,GW_Shoreline
4/15/2020,GCREW,3.156290219,,,GW_Shoreline
4/16/2020,GCREW,3.14795726,,,GW_Shoreline
4/17/2020,GCREW,3.139365521,,,GW_Shoreline
4/18/2020,GCREW,3.127391198,,,GW_Shoreline
4/19/2020,GCREW,3.117937083,,,GW_Shoreline
4/20/2020,GCREW,3.107795177,,,GW_Shoreline
4/21/2020,GCREW,3.101624906,,,GW_Shoreline
4/22/2020,GCREW,3.094730885,,,GW_Shoreline
4/23/2020,GCREW,3.086158563,,,GW_Shoreline
4/24/2020,GCREW,3.078440302,,,GW_Shoreline
4/25/2020,GCREW,3.071736323,,,GW_Shoreline
4/26/2020,GCREW,3.064923542,,,GW_Shoreline
4/27/2020,GCREW,3.057872969,,,GW_Shoreline
4/28/2020,GCREW,3.050854729,,,GW_Shoreline
4/29/2020,GCREW,3.043573594,,,GW_Shoreline
4/30/2020,GCREW,3.05711126,,,GW_Shoreline
5/1/2020,GCREW,3.0846155,,,GW_Shoreline
5/2/2020,GCREW,3.067976615,,,GW_Shoreline
5/3/2020,GCREW,3.054358552,,,GW_Shoreline
5/4/2020,GCREW,3.043826926,,,GW_Shoreline
5/5/2020,GCREW,3.034364708,,,GW_Shoreline
5/6/2020,GCREW,3.025159583,,,GW_Shoreline
5/7/2020,GCREW,3.016096354,,,GW_Shoreline
5/8/2020,GCREW,3.007065615,,,GW_Shoreline
5/9/2020,GCREW,2.998026844,,,GW_Shoreline
5/10/2020,GCREW,2.989182531,,,GW_Shoreline
5/11/2020,GCREW,2.978169083,,,GW_Shoreline
5/12/2020,GCREW,2.96778299,,,GW_Shoreline
5/13/2020,GCREW,2.959030135,,,GW_Shoreline
5/14/2020,GCREW,2.949333354,,,GW_Shoreline
5/15/2020,GCREW,2.941911354,,,GW_Shoreline
5/16/2020,GCREW,2.934105229,,,GW_Shoreline
5/17/2020,GCREW,2.927056885,,,GW_Shoreline
5/18/2020,GCREW,2.919696448,,,GW_Shoreline
5/19/2020,GCREW,2.912051115,,,GW_Shoreline
5/20/2020,GCREW,2.904303156,,,GW_Shoreline
5/21/2020,GCREW,2.896259135,,,GW_Shoreline
5/22/2020,GCREW,2.88784076,,,GW_Shoreline
5/23/2020,GCREW,2.879371156,,,GW_Shoreline
5/24/2020,GCREW,2.871317521,,,GW_Shoreline
5/25/2020,GCREW,2.86358149,,,GW_Shoreline
5/26/2020,GCREW,2.856101833,,,GW_Shoreline
5/27/2020,GCREW,2.848465104,,,GW_Shoreline
5/28/2020,GCREW,2.841050969,,,GW_Shoreline
5/29/2020,GCREW,2.833705031,,,GW_Shoreline
5/30/2020,GCREW,2.82643199,,,GW_Shoreline
5/31/2020,GCREW,2.819586625,,,GW_Shoreline
6/1/2020,GCREW,2.812900698,,,GW_Shoreline
6/2/2020,GCREW,2.805753323,,,GW_Shoreline
6/3/2020,GCREW,2.798374875,,,GW_Shoreline
6/4/2020,GCREW,2.791117104,,,GW_Shoreline
6/5/2020,GCREW,2.784078537,,,GW_Shoreline
6/6/2020,GCREW,2.777543229,,,GW_Shoreline
6/7/2020,GCREW,2.771482906,,,GW_Shoreline
6/8/2020,GCREW,2.765506271,,,GW_Shoreline
6/9/2020,GCREW,2.759319865,,,GW_Shoreline
6/10/2020,GCREW,2.753036021,,,GW_Shoreline
6/11/2020,GCREW,2.746890688,,,GW_Shoreline
6/12/2020,GCREW,2.740838021,,,GW_Shoreline
6/13/2020,GCREW,2.735215698,,,GW_Shoreline
6/14/2020,GCREW,2.729428031,,,GW_Shoreline
6/15/2020,GCREW,2.72344074,,,GW_Shoreline
6/16/2020,GCREW,2.717337438,,,GW_Shoreline
6/17/2020,GCREW,2.711172396,,,GW_Shoreline
6/18/2020,GCREW,2.705054281,,,GW_Shoreline
6/19/2020,GCREW,2.699378823,,,GW_Shoreline
6/20/2020,GCREW,2.693893646,,,GW_Shoreline
6/21/2020,GCREW,2.688330448,,,GW_Shoreline
6/22/2020,GCREW,2.682840385,,,GW_Shoreline
6/23/2020,GCREW,2.677303208,,,GW_Shoreline
6/24/2020,GCREW,2.672426094,,,GW_Shoreline
6/25/2020,GCREW,2.667936677,,,GW_Shoreline
6/26/2020,GCREW,2.662955052,,,GW_Shoreline
6/27/2020,GCREW,2.658294219,,,GW_Shoreline
6/28/2020,GCREW,2.653313771,,,GW_Shoreline
6/29/2020,GCREW,2.647921531,,,GW_Shoreline
6/30/2020,GCREW,2.64336376,,,GW_Shoreline
7/1/2020,GCREW,2.638731948,,,GW_Shoreline
7/2/2020,GCREW,2.63383451,,,GW_Shoreline
7/3/2020,GCREW,2.629319292,,,GW_Shoreline
7/4/2020,GCREW,2.625079073,,,GW_Shoreline
7/5/2020,GCREW,2.795496396,,,GW_Shoreline
7/6/2020,GCREW,2.823322863,,,GW_Shoreline
7/7/2020,GCREW,2.801174427,,,GW_Shoreline
7/8/2020,GCREW,2.780396063,,,GW_Shoreline
7/9/2020,GCREW,2.762595083,,,GW_Shoreline
7/10/2020,GCREW,2.747331635,,,GW_Shoreline
7/11/2020,GCREW,2.733117083,,,GW_Shoreline
7/12/2020,GCREW,2.720108302,,,GW_Shoreline
7/13/2020,GCREW,2.708262677,,,GW_Shoreline
7/14/2020,GCREW,2.697206469,,,GW_Shoreline
7/15/2020,GCREW,2.686437531,,,GW_Shoreline
7/16/2020,GCREW,2.676320719,,,GW_Shoreline
11/20/2019,GCREW,6.668928,,,GW_Shoreline
11/21/2019,GCREW,6.638807583,,,GW_Shoreline
11/22/2019,GCREW,6.534926854,,,GW_Shoreline
11/23/2019,GCREW,6.430771281,,,GW_Shoreline
11/24/2019,GCREW,6.300913375,,,GW_Shoreline
11/25/2019,GCREW,6.168874292,,,GW_Shoreline
11/26/2019,GCREW,6.079010281,,,GW_Shoreline
11/27/2019,GCREW,6.023658042,,,GW_Shoreline
11/28/2019,GCREW,5.964882833,,,GW_Shoreline
11/29/2019,GCREW,5.907955865,,,GW_Shoreline
11/30/2019,GCREW,5.853557177,,,GW_Shoreline
12/1/2019,GCREW,5.800779344,,,GW_Shoreline
12/2/2019,GCREW,5.680952042,,,GW_Shoreline
12/3/2019,GCREW,5.589550719,,,GW_Shoreline
12/4/2019,GCREW,5.504869365,,,GW_Shoreline
12/5/2019,GCREW,5.443816719,,,GW_Shoreline
12/6/2019,GCREW,5.39193849,,,GW_Shoreline
12/7/2019,GCREW,5.344332781,,,GW_Shoreline
12/8/2019,GCREW,5.296597021,,,GW_Shoreline
12/9/2019,GCREW,5.248900917,,,GW_Shoreline
12/10/2019,GCREW,5.212386313,,,GW_Shoreline
12/11/2019,GCREW,5.163385323,,,GW_Shoreline
12/12/2019,GCREW,5.085596188,,,GW_Shoreline
12/13/2019,GCREW,5.019412813,,,GW_Shoreline
12/14/2019,GCREW,4.97423825,,,GW_Shoreline
12/15/2019,GCREW,4.932234135,,,GW_Shoreline
12/16/2019,GCREW,4.878371375,,,GW_Shoreline
12/17/2019,GCREW,4.822463688,,,GW_Shoreline
12/18/2019,GCREW,4.772820958,,,GW_Shoreline
12/19/2019,GCREW,4.738463271,,,GW_Shoreline
12/20/2019,GCREW,4.71305626,,,GW_Shoreline
12/21/2019,GCREW,4.684342094,,,GW_Shoreline
12/22/2019,GCREW,4.657784625,,,GW_Shoreline
12/23/2019,GCREW,4.63198325,,,GW_Shoreline
12/24/2019,GCREW,4.607433052,,,GW_Shoreline
12/25/2019,GCREW,4.584187198,,,GW_Shoreline
12/26/2019,GCREW,4.560702917,,,GW_Shoreline
12/27/2019,GCREW,4.538129563,,,GW_Shoreline
12/28/2019,GCREW,4.517630031,,,GW_Shoreline
12/29/2019,GCREW,4.49427624,,,GW_Shoreline
12/30/2019,GCREW,4.468442938,,,GW_Shoreline
12/31/2019,GCREW,4.451825781,,,GW_Shoreline
6/28/2019,GCREW,4.267646467,,,MarshOrgan
6/29/2019,GCREW,4.016159105,,,MarshOrgan
6/30/2019,GCREW,3.77084605,,,MarshOrgan
7/1/2019,GCREW,4.049372769,,,MarshOrgan
7/2/2019,GCREW,4.305870636,,,MarshOrgan
7/3/2019,GCREW,3.910787679,,,MarshOrgan
7/4/2019,GCREW,4.058004758,,,MarshOrgan
7/5/2019,GCREW,4.113910912,,,MarshOrgan
7/6/2019,GCREW,4.074210632,,,MarshOrgan
7/7/2019,GCREW,3.975445445,,,MarshOrgan
7/8/2019,GCREW,4.200103882,,,MarshOrgan
7/9/2019,GCREW,3.678990995,,,MarshOrgan
7/10/2019,GCREW,3.786981749,,,MarshOrgan
7/11/2019,GCREW,4.360470134,,,MarshOrgan
7/12/2019,GCREW,3.289709894,,,MarshOrgan
7/13/2019,GCREW,3.343798088,,,MarshOrgan
7/14/2019,GCREW,3.860591402,,,MarshOrgan
7/15/2019,GCREW,3.787990502,,,MarshOrgan
7/16/2019,GCREW,4.615743598,,,MarshOrgan
7/17/2019,GCREW,4.742247082,,,MarshOrgan
7/18/2019,GCREW,4.72931775,,,MarshOrgan
7/19/2019,GCREW,4.438525985,,,MarshOrgan
7/20/2019,GCREW,4.846658437,,,MarshOrgan
7/21/2019,GCREW,4.769786383,,,MarshOrgan
7/22/2019,GCREW,5.066191696,,,MarshOrgan
7/23/2019,GCREW,5.068952364,,,MarshOrgan
7/24/2019,GCREW,5.676194785,,,MarshOrgan
7/25/2019,GCREW,6.125809591,,,MarshOrgan
7/26/2019,GCREW,6.160456182,,,MarshOrgan
7/27/2019,GCREW,5.653842253,,,MarshOrgan
7/28/2019,GCREW,6.1118266,,,MarshOrgan
7/29/2019,GCREW,5.789653023,,,MarshOrgan
7/30/2019,GCREW,6.218466397,,,MarshOrgan
7/31/2019,GCREW,5.982531861,,,MarshOrgan
8/1/2019,GCREW,5.700752398,,,MarshOrgan
8/2/2019,GCREW,5.928125716,,,MarshOrgan
8/3/2019,GCREW,6.143363328,,,MarshOrgan
8/4/2019,GCREW,6.294002289,,,MarshOrgan
8/5/2019,GCREW,6.56361964,,,MarshOrgan
8/6/2019,GCREW,6.589852557,,,MarshOrgan
8/7/2019,GCREW,6.532483744,,,MarshOrgan
8/8/2019,GCREW,6.037834994,,,MarshOrgan
8/9/2019,GCREW,6.485667852,,,MarshOrgan
8/10/2019,GCREW,6.290276612,,,MarshOrgan
8/11/2019,GCREW,6.868254849,,,MarshOrgan
8/12/2019,GCREW,7.305985452,,,MarshOrgan
8/13/2019,GCREW,7.557415453,,,MarshOrgan
8/14/2019,GCREW,6.677610082,,,MarshOrgan
8/15/2019,GCREW,7.229451381,,,MarshOrgan
8/16/2019,GCREW,7.502562849,,,MarshOrgan
8/17/2019,GCREW,7.561512536,,,MarshOrgan
8/18/2019,GCREW,7.57606841,,,MarshOrgan
8/19/2019,GCREW,7.644664398,,,MarshOrgan
8/20/2019,GCREW,7.727016599,,,MarshOrgan
8/21/2019,GCREW,7.806628341,,,MarshOrgan
8/22/2019,GCREW,6.670090094,,,MarshOrgan
8/23/2019,GCREW,6.504325449,,,MarshOrgan
8/24/2019,GCREW,7.4959196,,,MarshOrgan
8/25/2019,GCREW,8.622704749,,,MarshOrgan
8/26/2019,GCREW,9.007986869,,,MarshOrgan
8/27/2019,GCREW,9.205982828,,,MarshOrgan
8/28/2019,GCREW,9.055119898,,,MarshOrgan
8/29/2019,GCREW,8.24585899,,,MarshOrgan
8/30/2019,GCREW,9.147217027,,,MarshOrgan
8/31/2019,GCREW,8.512747992,,,MarshOrgan
9/1/2019,GCREW,8.681117886,,,MarshOrgan
9/2/2019,GCREW,8.913876715,,,MarshOrgan
9/3/2019,GCREW,9.01053115,,,MarshOrgan
9/4/2019,GCREW,8.969002434,,,MarshOrgan
9/5/2019,GCREW,9.375630237,,,MarshOrgan
9/6/2019,GCREW,9.560416946,,,MarshOrgan
9/7/2019,GCREW,9.921694635,,,MarshOrgan
9/8/2019,GCREW,9.962567096,,,MarshOrgan
9/9/2019,GCREW,8.357069388,,,MarshOrgan
9/10/2019,GCREW,9.939447998,,,MarshOrgan
9/11/2019,GCREW,9.685820409,,,MarshOrgan
9/12/2019,GCREW,9.039862727,,,MarshOrgan
9/13/2019,GCREW,9.897970821,,,MarshOrgan
9/14/2019,GCREW,10.43511529,,,MarshOrgan
9/15/2019,GCREW,10.02742653,,,MarshOrgan
9/16/2019,GCREW,10.25602367,,,MarshOrgan
9/17/2019,GCREW,10.155674,,,MarshOrgan
9/18/2019,GCREW,10.67256174,,,MarshOrgan
9/19/2019,GCREW,11.13878988,,,MarshOrgan
9/20/2019,GCREW,11.74795562,,,MarshOrgan
9/21/2019,GCREW,11.74696649,,,MarshOrgan
9/22/2019,GCREW,11.20155143,,,MarshOrgan
9/23/2019,GCREW,11.04166206,,,MarshOrgan
9/24/2019,GCREW,8.4845116,,,MarshOrgan
9/25/2019,GCREW,11.83128162,,,MarshOrgan
9/26/2019,GCREW,11.85110415,,,MarshOrgan
9/27/2019,GCREW,11.96338636,,,MarshOrgan
9/28/2019,GCREW,11.95361053,,,MarshOrgan
9/29/2019,GCREW,11.48446599,,,MarshOrgan
9/30/2019,GCREW,11.33993452,,,MarshOrgan
10/1/2019,GCREW,11.37722723,,,MarshOrgan
10/2/2019,GCREW,11.0619999,,,MarshOrgan
10/3/2019,GCREW,11.15156686,,,MarshOrgan
10/4/2019,GCREW,11.62658721,,,MarshOrgan
10/5/2019,GCREW,13.32663221,,,MarshOrgan
10/6/2019,GCREW,13.23319491,,,MarshOrgan
10/7/2019,GCREW,13.06147917,,,MarshOrgan
10/8/2019,GCREW,13.43279567,,,MarshOrgan
10/9/2019,GCREW,13.51978494,,,MarshOrgan
10/10/2019,GCREW,13.8785072,,,MarshOrgan
10/11/2019,GCREW,13.92332654,,,MarshOrgan
10/12/2019,GCREW,13.98810788,,,MarshOrgan
10/13/2019,GCREW,14.49363209,,,MarshOrgan
10/14/2019,GCREW,14.52091254,,,MarshOrgan
10/15/2019,GCREW,14.76388578,,,MarshOrgan
10/16/2019,GCREW,13.87445874,,,MarshOrgan
10/17/2019,GCREW,10.61055506,,,MarshOrgan
10/18/2019,GCREW,6.502094063,,,MarshOrgan
10/19/2019,GCREW,10.9700906,,,MarshOrgan
10/20/2019,GCREW,11.158969,,,MarshOrgan
10/21/2019,GCREW,8.677464539,,,MarshOrgan
10/22/2019,GCREW,13.50455623,,,MarshOrgan
10/23/2019,GCREW,12.33422018,,,MarshOrgan
10/24/2019,GCREW,14.5131308,,,MarshOrgan
10/25/2019,GCREW,14.88975703,,,MarshOrgan
10/26/2019,GCREW,13.88745881,,,MarshOrgan
10/27/2019,GCREW,14.01631605,,,MarshOrgan
10/28/2019,GCREW,12.7899976,,,MarshOrgan
10/29/2019,GCREW,14.23080346,,,MarshOrgan
10/30/2019,GCREW,14.69580768,,,MarshOrgan
